service_date,port_id,direction,passenger_count,source_id,source_version,known_at,raw_hash
2021-01-02,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-02,shenzhen-bay,hong_kong_to_shenzhen,2988,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-02,shenzhen-bay,shenzhen_to_hong_kong,611,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-03,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-03,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-03,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-03,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-03,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-03,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-03,shenzhen-bay,hong_kong_to_shenzhen,3607,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-03,shenzhen-bay,shenzhen_to_hong_kong,838,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-04,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-04,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-04,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-04,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-04,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-04,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-04,shenzhen-bay,hong_kong_to_shenzhen,3860,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-04,shenzhen-bay,shenzhen_to_hong_kong,1377,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-05,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-05,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-05,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-05,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-05,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-05,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-05,shenzhen-bay,hong_kong_to_shenzhen,1092,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-05,shenzhen-bay,shenzhen_to_hong_kong,773,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-06,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-06,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-06,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-06,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-06,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-06,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-06,shenzhen-bay,hong_kong_to_shenzhen,1297,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-06,shenzhen-bay,shenzhen_to_hong_kong,751,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-07,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-07,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-07,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-07,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-07,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-07,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-07,shenzhen-bay,hong_kong_to_shenzhen,1243,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-07,shenzhen-bay,shenzhen_to_hong_kong,572,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-08,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-08,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-08,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-08,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-08,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-08,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-08,shenzhen-bay,hong_kong_to_shenzhen,1566,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-08,shenzhen-bay,shenzhen_to_hong_kong,753,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-09,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-09,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-09,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-09,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-09,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-09,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-09,shenzhen-bay,hong_kong_to_shenzhen,1743,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-09,shenzhen-bay,shenzhen_to_hong_kong,698,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-10,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-10,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-10,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-10,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-10,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-10,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-10,shenzhen-bay,hong_kong_to_shenzhen,1692,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-10,shenzhen-bay,shenzhen_to_hong_kong,879,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-11,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-11,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-11,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-11,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-11,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-11,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-11,shenzhen-bay,hong_kong_to_shenzhen,1318,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-11,shenzhen-bay,shenzhen_to_hong_kong,1451,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-12,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-12,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-12,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-12,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-12,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-12,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-12,shenzhen-bay,hong_kong_to_shenzhen,1851,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-12,shenzhen-bay,shenzhen_to_hong_kong,1122,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-13,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-13,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-13,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-13,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-13,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-13,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-13,shenzhen-bay,hong_kong_to_shenzhen,1595,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-13,shenzhen-bay,shenzhen_to_hong_kong,928,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-14,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-14,futian,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-14,huanggang,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-14,huanggang,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-14,luohu,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-14,luohu,shenzhen_to_hong_kong,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-14,shenzhen-bay,hong_kong_to_shenzhen,1990,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-14,shenzhen-bay,shenzhen_to_hong_kong,1097,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
2021-01-15,futian,hong_kong_to_shenzhen,0,hk_immd_daily_passenger_traffic,data-gov-hk-daily-traffic-v1,2026-07-10T13:41:53+00:00,282e650de4097899b76222a44f7cfdf7f3905ba9f562f671d7419f1fbcedfb97
